Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R5 5600H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Szary",4849.0,"16 "",  2560 x 1600 pikseli 120 Hz",16.0,2560,1600,4096000,120,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5600H,AMD Ryzen 5 5600H,AMD,Ryzen 5,,NVIDIA® GeForce GTX 1650 + AMD Radeon™ Graphics,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,NVIDIA,GeForce GTX 1650,GeForce GTX 1650,False,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy Dell G15 5511-6365 15,6"" 165Hz i7-11800H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",5499.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i7 11gen 11800H,Intel Core i7 11gen 11800H,Intel,Core i7,11,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,NVIDIA,GeForce RTX 3060,GeForce RTX 3060,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Gigabyte AORUS 15 2024 BKG-13EE754SH 15,6"" 165Hz Ultra 7 155H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",5799.0,"15,6 "",  2560 x 1440 pikseli 165 Hz",15.6,2560,1440,3686400,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ Ultra 7 14gen 155H,Intel Core Ultra 7 14gen 155H,Intel,Core Ultra 7,14,NVIDIA® GeForce RTX 4060 + Intel Arc Graphics,NVIDIA GeForce RTX 4060 + Intel Arc Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,Windows 11 Home Edition
"Laptop Lenovo ThinkPad E14 Gen 6 14"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5899.0,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 14gen 155H,Intel Core Ultra 7 14gen 155H,Intel,Core Ultra 7,14,Intel®  Arc™ Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy Dell Latitude 7350 13,3"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",6449.0,"13,3 "",  1920 x 1200 pikseli 60 Hz",13.3,1920,1200,2304000,60,16 GB   LPDDR5x 6400 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 135U,Intel Core Ultra 5 14gen 135U,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy HIRO 15,6"" Intel® Core™ i7-9750H 16GB RAM 512GB Dysk SSD GTX1660Ti Win10 Szary",6549.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,16 GB  DDR4 2666 MHz RAM,16,512 GB SSD,512,Intel® Core™ i7 9gen 9750H,Intel Core i7 9gen 9750H,Intel,Core i7,9,NVIDIA® NVIDIA GeForce GTX™ 1660 Ti + Intel UHD Graphics,NVIDIA NVIDIA GeForce GTX 1660 Ti + Intel UHD Graphics,NVIDIA,GeForce GTX 1660 Ti,GeForce GTX 1660 Ti,True,True,True,False,True,Windows 10 Home Edition
"Laptop gamingowy Lenovo Legion 7 15IMH05 15,6"" 144Hz i7-10750H 16GB RAM 1TB Dysk SSD RTX2080SMQ Szary",9399.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR4 2933 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i7 10gen 10750H,Intel Core i7 10gen 10750H,Intel,Core i7,10,NVIDIA® GeForce RTX™ 2080 Super Max-Q + Intel UHD Graphics,NVIDIA GeForce RTX 2080 Super Max-Q + Intel UHD Graphics,NVIDIA,GeForce RTX 2080,GeForce RTX 2080,True,True,True,False,True,bez systemu
"Laptop gamingowy HIRO X570T 15,6"" 144Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",9949.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i7 12gen 12700H,Intel Core i7 12gen 12700H,Intel,Core i7,12,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 3070 Ti,GeForce RTX 3070 Ti,True,True,True,False,True,Windows 11 Home Edition
"Laptop Dell XPS 13 9320-3912 OLED 13,4"" i7-1260P 16GB RAM 1TB Dysk SSD Win11 Platynowy",11499.0,"13,4 "", ekran dotykowy 3456 x 2160 pikseli 60 Hz",13.4,3456,2160,7464960,60,16 GB  LPDDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 1260P,Intel Core i7 1260P,Intel,Core i7,,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Razer Blade 15 15,6"" 360Hz i7-12800H -16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",12560.0,"15,6 "",  1920 x 1080 pikseli 360 Hz",15.6,1920,1080,2073600,360,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 12800H,Intel Core i7 12800H,Intel,Core i7,,NVIDIA® GeForce RTX 3070 Ti + Intel Iris Xe Graphics,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 3070 Ti,GeForce RTX 3070 Ti,True,True,True,False,True,Windows 11 Home Edition
Laptop Dell Inspiron 5625-6426 16' R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny,3150.0,"16 "",  1920 x 1200 pikseli",16.0,1920,1200,2304000,,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5625U,AMD Ryzen 5 5625U,AMD,Ryzen 5,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Dell Alienware x16 AX16-6603 16"" 240Hz i9-13900HK 32GB RAM 2TB Dysk SSD RTX4080 DLSS3 Win11 Srebrny",17000.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  LPDDR5 6000 Mhz RAM,32,2 TB SSD,2048,Intel® Core™ i9 13gen 13900HK,Intel Core i9 13gen 13900HK,Intel,Core i9,13,NVIDIA® GeForce RTX™ 4080 + Intel Iris Xe Graphics,NVIDIA GeForce RTX 4080 + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 4080,GeForce RTX 4080,True,True,True,False,True,Windows 11 Home Edition
"Laptop ASUS Vivobook S14 S3407QA-KP003W 14"" Snapdragon X X1-26-100 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",3330.0,"14 "",  2560 x 1600 pikseli 60 Hz",14.0,2560,1600,4096000,60,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Qualcomm® Snapdragon® X X1-26-100,Qualcomm Snapdragon X X1-26-100,Qualcomm,Snapdragon X,,Qualcomm®  Adreno™,Qualcomm Adreno,Qualcomm,Adreno,,False,False,False,False,False,Windows 11 Home Edition
"Laptop 2w1 Lenovo ThinkPad X1 Titanium Yoga Gen1 13,5"" i7-1160G7 16GB RAM 512GB Dysk SSD Win10 Pro Tytanowy",6375.0,"13,5 "", ekran dotykowy 2256 x 1504 pikseli",13.5,2256,1504,3393024,,16 GB  LPDDR4X RAM,16,512 GB SSD,512,Intel® Core™ i7 11gen 1160G7,Intel Core i7 11gen 1160G7,Intel,Core i7,11,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 10 Professional
"Laptop gamingowy Dell G15 5521-4353 SE 15,6"" 165Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",6800.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 12gen 12700H,Intel Core i7 12gen 12700H,Intel,Core i7,12,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 3070 Ti,GeForce RTX 3070 Ti,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Dash F15 FX516PR-AZ024 15,6"" 240Hz Intel® Core™ i7-11370H 16GB RAM 1TB SSD Dysk RTX3070 Grafika Biały",6885.0,"15,6 "",  1920 x 1080 pikseli 240 Hz",15.6,1920,1080,2073600,240,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i7 11gen 11370H,Intel Core i7 11gen 11370H,Intel,Core i7,11,NVIDIA® GeForce RTX™ 3070 + Intel Iris Xe Graphics,NVIDIA GeForce RTX 3070 + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 3070,GeForce RTX 3070,True,True,True,False,True,bez systemu
"Laptop Dell Latitude 7440 14"" i7-1365U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7650.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5 RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 1365U,Intel Core i7 13gen 1365U,Intel,Core i7,13,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad X1 Fold 16 Gen 1 OLED 16,3"" i7-1260U 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",16575.0,"16,3"", ekran dotykowy 2560 x 2024 pikseli",16.3,2560,2024,5181440,,32 GB  LPDDR5 5200 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ i7 12gen 1260U,Intel Core i7 12gen 1260U,Intel,Core i7,12,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Professional
"Laptop 2w1 Lenovo Yoga C930-13IKB 13,9"" i5-8250U 8GB RAM 512GB Dysk SSD Win10 Szary",5490.0,"13,9 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",13.9,1920,1080,2073600,60,8 GB  DDR4 2400 MHz RAM,8,512 GB SSD,512,Intel® Core™ i5 8gen 8250U,Intel Core i5 8gen 8250U,Intel,Core i5,8,Intel®  UHD Graphics 620,Intel UHD Graphics 620,Intel,UHD Graphics 620,,False,False,False,False,True,Windows 10 Home Edition
"Laptop biznesowy Dell Latitude 7640 16"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",7395.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  LPDDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 1355U,Intel Core i7 13gen 1355U,Intel,Core i7,13,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Professional
Laptop gamingowy Dell XPS 17 9720-8458 17'' i7-12700H 16GB RAM 1TB Dysk SSD RTX3060 Win11 Pro Srebrny,12400.0,"17 "", ekran dotykowy 3840 x 2400 pikseli",17.0,3840,2400,9216000,,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 12gen 12700H,Intel Core i7 12gen 12700H,Intel,Core i7,12,NVIDIA® GeForce RTX™ 3060 + Intel Iris Xe Graphics,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 3060,GeForce RTX 3060,True,True,True,False,True,Windows 11 Professional
"Laptop gamingowy Lenovo Legion S7 15ACH6 15,6"" 165Hz R7 5800H 16GB RAM 512GB Dysk SSD RTX3050Ti Win10 Szary",5865.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 5800H,AMD Ryzen 7 5800H,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™  Graphics,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,NVIDIA,GeForce RTX 3050 Ti,GeForce RTX 3050 Ti,True,True,True,True,False,Windows 10 Home Edition
"Laptop MSI Creator 15 A10UET-201PL 15,6"" i7-10875H 16GB RAM 1TB Dysk SSD RTX3060 Win10 Pro Szary",10080.0,"15,6 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i7 10gen 10875H,Intel Core i7 10gen 10875H,Intel,Core i7,10,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,NVIDIA,GeForce RTX 3060,GeForce RTX 3060,False,True,True,False,True,Windows 10 Professional
"Laptop gamingowy Lenovo Legion Pro 5 16IAX10 OLED 16"" 165Hz Ultra 9 275HX 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5060 + Intel Graphics,NVIDIA GeForce RTX 5060 + Intel Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop gamingowy Gigabyte Gaming A16 3THK3EE893SH 16"" 165Hz R7 260 16GB RAM 512GB Dysk SSD RTX5050 DLSS4 Win11 Czarny Funkcje AI",,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5050 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5050 + AMD Radeon 780M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,Windows 11 Home Edition
Laptop 2w1 HP OmniBook Ultra Flip 14-fh0216nw OLED 14'' 120Hz Ultra 9 288V 32GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI,,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 288V,Intel Core Ultra 9 15gen 288V,Intel,Core Ultra 9,15,Intel®  Arc Graphics 140V,Intel Arc Graphics 140V,Intel,Arc Graphics 140V,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Titan 18 HX Dragon Edition Draco Epic 18""240Hz Ultra 9 290HX 96GB RAM 4TB Dysk SSD RTX5090 DLSS4 Win11 Pro Czarny AI",,"18 "",  3840 x 2400 pikseli 240 Hz",18.0,3840,2400,9216000,240,96 GB  DDR5 6400 Mhz RAM,96,4 TB SSD,4096,Intel® Core™ Ultra 9 15gen 290HX Plus,Intel Core Ultra 9 15gen 290HX Plus,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5090 + Intel Graphics,NVIDIA GeForce RTX 5090 + Intel Graphics,NVIDIA,GeForce RTX 5090,GeForce RTX 5090,True,True,True,False,True,Windows 11 Professional
"Laptop gamingowy HP Victus 15-fb3078nw 15,6"" 144Hz R7 260 24GB RAM 512GB Dysk SSD RTX5050 DLSS4 Win11 Czarno-srebrny Funkcje AI",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 5600 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 5050 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5050 + AMD Radeon 780M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Błękitny 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop gamingowy Gigabyte Gaming A18 3VHK3EEF93SD 18"" 165Hz R7 260 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",,"18 "",  1920 x 1200 pikseli 165 Hz",18.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5060 + AMD Radeon 780M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,bez systemu
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Srebrny 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Apple MacBook Air 2025 15,3"" M4 24GB RAM 512GB Dysk macOS Srebrny 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Apple MacBook Air 2025 13,6"" M4 24GB RAM 512GB Dysk macOS Błękitny Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop gamingowy MSI Cyborg 17 B13WFKG-267XPL 17,3"" 144Hz i7-13620H 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",,"17,3 "",  1920 x 1080 pikseli 144 Hz",17.3,1920,1080,2073600,144,16 GB  DDR5 5200 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Apple MacBook Air 2023 15,3"" M2 8GB RAM 256GB Dysk macOS Północ",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,8 GB  zunifikowana RAM,8,256 GB SSD,256,Apple M2,Apple M2,Apple,M2,,Apple  M2 (10-rdzeni),Apple M2 (10-rdzeni),Apple,M2,,False,False,False,False,False,macOS Ventura lub nowszy
"Laptop ASUS ROG Flow Z13 GZ302EA-RU126W 13,4"" 180Hz Ryzen AI MAX+ 395 64GB RAM 1TB Dysk SSD Win11 Home Czarny Funkcje AI",,"13,4 "", ekran dotykowy 2560 x 1600 pikseli 180 Hz",13.4,2560,1600,4096000,180,64 GB  LPDDR5x 8000 Mhz RAM,64,1 TB SSD,1024,AMD Ryzen™ Al Max+ 395,AMD Ryzen AI Max+ 395,AMD,Ryzen AI Max+,,AMD  Radeon™ 8060S Graphics,AMD Radeon 8060S Graphics,AMD,Radeon 8060S,,False,False,False,True,False,Windows 11 Home Edition
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Księżycowa poświata 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
Laptop gamingowy HP OMEN MAX 16-ak0010nw 16'' 240Hz Ryzen AI 9 HX 375 32GB RAM 1TB Dysk SSD RTX5080 DLSS4 Win11 Czarny Funkcje AI,,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 9 375,AMD Ryzen AI 9 375,AMD,Ryzen AI 9,,NVIDIA® GeForce RTX™ 5080 + AMD Radeon™ 890M,NVIDIA GeForce RTX 5080 + AMD Radeon 890M,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Północ 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop biznesowy HP EliteBook 6 G1i 14"" Ultra 5 225U 24GB RAM 512GB Dysk SSD Win11 Pro Srebrny Funkcje AI",,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,24 GB  DDR5 5600 Mhz RAM,24,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225U,Intel Core Ultra 5 15gen 225U,Intel,Core Ultra 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Apple MacBook Air 2025 13,6"" M4 16GB RAM 512GB Dysk macOS Srebrny Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop ASUS Vivobook 16 X1605VA-MB2825W 16"" Core 9 270H 24GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,24 GB  DDR5 RAM,24,512 GB SSD,512,Intel® Core™ 9 Series 2 270H,Intel Core 9 Series 2 270H,Intel,Core 9,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Katana 15 HX B14WGK-061XPL 15,6"" 165Hz i7-14650HX 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny",,"15,6 "",  2560 x 1440 pikseli 165 Hz",15.6,2560,1440,3686400,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 14gen 14650HX,Intel Core i7 14gen 14650HX,Intel,Core i7,14,NVIDIA® GeForce RTX™ 5070 + Intel UHD Graphics,NVIDIA GeForce RTX 5070 + Intel UHD Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,bez systemu
"Apple MacBook Air 2025 15,3"" M4 24GB RAM 512GB Dysk macOS Północ 70W Funkcje AI",,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop gamingowy Lenovo Legion Pro 5 16IAX10 OLED 16"" 165Hz Ultra 7 255HX 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny Funkcje AI",,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255HX,Intel Core Ultra 7 15gen 255HX,Intel,Core Ultra 7,15,NVIDIA® GeForce RTX™ 5070 + Intel Graphics,NVIDIA GeForce RTX 5070 + Intel Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,Windows 11 Home Edition
"Apple MacBook Air 2026 13,6"" M5 10/8 16GB RAM 512GB Dysk macOS Srebrny Funkcje AI",,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M5,Apple M5,Apple,M5,,Apple  M5 (8-rdzeni),Apple M5 (8-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Laptop gamingowy Acer Nitro 5 AN515-58-720R 15,6"" 144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Czarny",,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 12gen 12650H,Intel Core i7 12gen 12650H,Intel,Core i7,12,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,Windows 11 Home Edition
"Laptop Dell Alienware 16X Aurora AC16251 16"" 240Hz Ultra 9 275HX 32GB RAM 2TB Dysk SSD RTX5070 DLSS4 Win11 Granatowy Funkcje AI",,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,2 TB SSD,2048,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5070 + Intel Graphics,NVIDIA GeForce RTX 5070 + Intel Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,False,True,True,False,True,Windows 11 Home Edition
"Laptop biznesowy Lenovo ThinkBook 16 G9 IRL 16"" Core 5 210H 16GB RAM 512GB Dysk SSD Win11 Pro Szary Funkcje AI",,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ 5 15gen 210H,Intel Core 5 15gen 210H,Intel,Core 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
